item_id,item_type,source,url,author,title,content,item_pub_time,tags,cmt_cnt,fav_cnt,gmt_create,exinfo1,exinfo2
u321959-feed-5611-1-1,opinion,P2P理财,http://licai.p2peye.com/u321959/feed-5611-1-1.html,定辉科技,,"#r##n#                                            以前一直玩股票、基金，虽然有赚有赔，总体收益还是比较可观。今年股市太不稳定了，而且P2P也做得热火朝天，对比了一下几个平台，有很多年化收益都在20%以上，长期算下来跟股票基金的收益也相当，而且风险小很多也不用每天花时间花心思去分析数据，所以今年就投了几家P2P平台。我投资追求高收益，但前提是我会通过各种途径考察一下平台的安全性，我选了几家手机比较高的也相对安全的平台，为了安全起见也适当分散了投资。在资本在线投得最多，因为他们平台6月标的利息达到22.8%，总部就在深圳京基100大厦，距我家比较近，方便过去考察；其次就是投的有利网、稳通金融、融逾宝，有利网的利率很低为了留笔钱预防风险，所以还是投了一点，稳通金融、融逾宝的利息也很高，但他们不在深圳，不方便过去考察，所以就先投了点试下。其实，了解平台的运作模式、资金流情况等，只要不是刻意非法集资、搞传销什么、或者出什么大状况的，一般还是比较安全的，也是除了股票、基金之外比较理想的投资理财渠道，在某些方面看来比股票、基金更好。#r##n#                                                        ",2015-11-11 10:32:44,,6,8,,,
u358475-feed-49760-1-1,opinion,P2P理财,http://licai.p2peye.com/u358475/feed-49760-1-1.html,东小白,,"#r##n#                                                   本人做网贷喜欢分散投资，事实证明我的做法是正确的。今天，我给大家分享一下分散投资的经验。#n##n#　　1、不要把所有的鸡蛋放进同一个篮子里。#n##n#　　个人认为，分散至5—10家较为合理，过多的分散实际上也增加了风险。#n##n#　　2、不要把鸡蛋放在不结实的篮子里#n##n#　　投资5—10家的平台必须是你从万千平台中筛选出来较为规范的平台。什么是较为规范的平台？个人认为资产配置安全的才是规范。比如，资产端是金融机构项目（P2F），就比P2P借贷要安全一些。拿我个人举例，入手最多的就是金融机构产品，体验至今都还不错。#n##n#　　3、不要把鸡蛋长时间放在一个篮子里。#n##n#　　鸡蛋不能长时间放在一个篮子里，要不断有备用的篮子来接替，这样你不会对某个平台产生依赖感。#n##n#         最后，我再多说一句，为了保险起见，投资理财选平台最好是先做活期试水。#r##n#                                                        ",2016-01-27 10:35:14,,6,6,,,
u31002-feed-26963-1-1,opinion,P2P理财,http://licai.p2peye.com/u31002/feed-26963-1-1.html,drf1982,,"#r##n#                                            我投的平台主要以小额汽车抵押平台为主。最早投微贷和365易贷的信用贷，再投的过程中发现微贷和365易贷有很多信用贷逾期，后来随微贷一起转型投汽车抵押平台。到现在微贷利率太低，就逐步转投到一起好，玖融网，易融恒信，投复利，感觉湖北的平台稍微性价比高点。后来又找了融金所，恒信易贷，富春贷，信客网，广信贷等汽车抵押为主的平台。#r##n#                                                        ",2015-12-30 14:56:23,,5,4,,,
u33244-feed-27289-1-1,opinion,P2P理财,http://licai.p2peye.com/u33244/feed-27289-1-1.html,ago,,"#r##n#                                            果断使用了天眼的加息绑定投资私房钱和芒果金融1000块，哈哈#r##n#                                                        ",2015-12-30 20:15:20,,5,3,,,
u315066-feed-175-1-1,opinion,P2P理财,http://licai.p2peye.com/u315066/feed-175-1-1.html,小蛮牛,,"#r##n#                                            之前一直投资股票和基金，13年开始关注P2P网贷，那时候网贷收益比较高，收益率24%以上的也比较多。现在监管比较严，收益已经下降了好多。我一般投资收益比较高的平台，然后将资金分散投资来降低风险。尽管说投资首先要确保安全，再追求高收益，但大可不必畏首畏尾。其实只要你去考察了解了这个平台的运作模式、风控措施，确定它不是非法集资或自融，就不用过于担心，不可能说这个平台的所有借款人都同时不还款吧！我现在短期投的有利网（利率10%）、资本在线（22.8%）、稳通金融（利率20.4%+3.2%），活期投的真融宝、米袋计划，米袋计划和有利网实际上相当于代售其他平台的理财产品和基金。目前还持有三只不错的基金，最近股市看涨，也准备投一部分进股市。我是比较追求高收益的，如果是家庭理财或保值增值，还是选P2P网贷和基金比较稳妥。#r##n#                                                        ",2015-10-26 14:30:09,,4,7,,,
u79686-feed-9094-1-1,opinion,P2P理财,http://licai.p2peye.com/u79686/feed-9094-1-1.html,xugmbh,,"#r##n#                                            大家帮忙看看，这个组合如何。力求本金安全的前提下，高一点的收益。#r##n#                                                        ",2015-11-29 17:01:43,,3,2,,,
u33244-feed-1434-1-1,opinion,P2P理财,http://licai.p2peye.com/u33244/feed-1434-1-1.html,ago,,"#r##n#                                            看看这哥们，终于知道什么叫做分散投资#r##n#                                                                ",2015-10-29 11:17:00,,3,2,,,
u143539-feed-46531-1-1,opinion,P2P理财,http://licai.p2peye.com/u143539/feed-46531-1-1.html,小黄豆,,"#r##n#                                            网贷投资理财是一个脑力+体力活动，指导意见也是偏向投资人具有独立的思考判断能力，盈亏自负，第三方更是要承担起教育小白理财的重任#r##n#                                                        ",2016-01-22 15:28:08,,4,1,,,
u204773-feed-43469-1-1,opinion,P2P理财,http://licai.p2peye.com/u204773/feed-43469-1-1.html,风云城,,"#r##n#                                            农历年前会有几笔到款，打算再分散投几个平台，有什么推荐的吗#r##n#                                                        ",2016-01-18 14:41:36,,4,1,,,
u300217-feed-957-1-1,opinion,P2P理财,http://licai.p2peye.com/u300217/feed-957-1-1.html,satan4585,,"#r##n#                                            吐槽：登录之后，在“理财记账”旁边有提示网基投资记录会自动加入活期理财。感觉天眼还是不错的，昨天说的今天就有了。可是在哪里自动记录啊，点记账，也没有活期理财啊。到底是在哪呢？？？？？#r##n#                                                        ",2015-10-28 13:33:00,,5,4,,,
u31-feed-703-1-1,opinion,P2P理财,http://licai.p2peye.com/u31/feed-703-1-1.html,羿飞,,"#r##n#                                            测试，测试，刚才为什么没刷出来？#r##n#                                                        ",2015-10-27 22:19:49,,3,18,,,
u318534-feed-46821-1-1,opinion,P2P理财,http://licai.p2peye.com/u318534/feed-46821-1-1.html,fandandan,,"#r##n#                                            很久没有分享了，我减持了一部分到百度理财、微信理财。#r##n#                                                        ",2016-01-22 21:16:37,,1,4,,,
u33244-feed-1505-1-1,opinion,P2P理财,http://licai.p2peye.com/u33244/feed-1505-1-1.html,ago,,"#r##n#                                            200多万的投资，流动型这么好，3个月以内的投资占比60%多，觉得应该挺难打理的，收益在14+%，佩服。#r##n#                                                                ",2015-10-29 13:52:07,,2,3,,,
u361832-feed-50607-1-1,opinion,P2P理财,http://licai.p2peye.com/u361832/feed-50607-1-1.html,彼岸呢,,"#r##n#                                            作为一个年芳28岁的单身独立女性，平时除了服装、保养、旅行费用和一些必备的花销外，还是略有结余，但是我投身网贷大概有6个月的时间，从刚开始的小心谨慎和被各种媒体报道所左右，到后面只认背景、只看有没有“干爹”，我发现好像还是没怎么进步，不过还好我不是特别的去追求高收益的产品，毕竟安全才是最重要的。#n#　　特别是临近年底，跑了多少家平台，这个已经不用说了，所以就选了几个我认为比较靠谱的，一个是活期产品小金理财，其他的主要是有利网、真融宝、可溯贷、懒财主这几个平台的1-3个月的标，选择真融宝、有利网、可溯贷主要还是因为大树底下好乘凉，而选择懒财主预期18%的懒定制产品是因为懒财主是P2F平台，相对比较安全，而小金理财主要是方便存取，虽然说“饿死胆小的，撑死胆大的”，但是我始终认为安全是第一要素，年底了，我还是安静的做我的美女子吧。#r##n#                                                        ",2016-01-28 16:06:52,,6,4,,,
u210588-feed-2793-1-1,opinion,P2P理财,http://licai.p2peye.com/u210588/feed-2793-1-1.html,xingyuehaofan,,"#r##n#                                            投资不是投机,偶尔撸羊毛是可以的#n#你看上人家的利息,人家看上的是你的本金.╮(╯▽╰)╭#r##n#                                                        ",2015-11-02 18:55:33,,4,1,,,
u354656-feed-63930-1-1,opinion,P2P理财,http://licai.p2peye.com/u354656/feed-63930-1-1.html,jup001,,"#r##n#                                            投了30来个平台，也算是蛮分散吧，主要以六个月以下短期标为主，有15左右综合年化很满足了！#r##n#                                                        ",2016-02-17 11:00:11,,6,3,,,
u270034-feed-4332-1-1,opinion,P2P理财,http://licai.p2peye.com/u270034/feed-4332-1-1.html,spirit_hsz,,"#r##n#                                            最近股市大好，要抽点血回股市了：）#r##n#                                                        ",2015-11-06 20:15:34,,5,0,,,
u143539-feed-6397-1-1,opinion,P2P理财,http://licai.p2peye.com/u143539/feed-6397-1-1.html,小黄豆,,"#r##n#                                            微贷网回款后继续投资，投资体验还不错，最近平台降息潮也是一波接一波，想投点13%以上安全性流动性好的平台都要费尽脑子了，希望大家多多交流#r##n#                                                        ",2015-11-12 15:47:42,,5,0,,,
u313640-feed-1053-1-1,opinion,P2P理财,http://licai.p2peye.com/u313640/feed-1053-1-1.html,马先生啦啦啦,,"#r##n#                                            非常喜欢天眼，以前天眼和X家都是我天天没事必看的网站，但是X家的互动性越来越低，所以基本都不怎么看了，天眼一直都很喜欢，希望天眼越来越好，越来越完善！#r##n#                                                        ",2015-10-28 16:42:06,,2,2,,,
u262517-feed-6641-1-1,opinion,P2P理财,http://licai.p2peye.com/u262517/feed-6641-1-1.html,Alanfsj,,"#r##n#                                            会陆续把人人贷和投哪网的资金挪出，把综合利息提到17%#r##n#                                                        ",2015-11-13 10:19:15,,6,2,,,
u33244-feed-4125-1-1,opinion,P2P理财,http://licai.p2peye.com/u33244/feed-4125-1-1.html,ago,,"#r##n#                                             今天看四达晨曦跟几个投资人扯逼，看了来龙去肪，看了四达很详细的回复，去投了一辆6万块的宝马标。你们说是不是有些小冲动？#r##n#                                                        ",2015-11-06 12:02:11,,3,1,,,
u318534-feed-8993-1-1,opinion,P2P理财,http://licai.p2peye.com/u318534/feed-8993-1-1.html,fandandan,,"#r##n#                                            最近发现很多记账的人水分很多，提醒各位投友，投资还是要谨慎，不能盲目跟风。#r##n#                                                        ",2015-11-27 15:43:16,,3,1,,,
u315154-feed-4071-1-1,opinion,P2P理财,http://licai.p2peye.com/u315154/feed-4071-1-1.html,美女也爱投资,,"#r##n#                                            这次爱上了一元理财，投资了一个新平台“铜掌柜”，感觉还不错……#r##n#                                                        ",2015-11-06 10:14:31,,3,2,,,
u74904-feed-8001-1-1,opinion,P2P理财,http://licai.p2peye.com/u74904/feed-8001-1-1.html,迪卡儿,,"#r##n#                                            欢迎大家点评！#r##n#                                                        ",2015-11-20 08:40:26,,4,0,,,
u79686-feed-7996-1-1,opinion,P2P理财,http://licai.p2peye.com/u79686/feed-7996-1-1.html,xugmbh,,"#r##n#                                            投资平台太多，只记了一部分，#r##n#                                                        ",2015-11-20 04:18:33,,2,2,,,
u237754-feed-8210-1-1,opinion,P2P理财,http://licai.p2peye.com/u237754/feed-8210-1-1.html,taosh888,,"#r##n#                                            请各位点评下我的投资组合。#r##n#                                                        ",2015-11-21 14:15:15,,3,1,,,
u194866-feed-3143-1-1,opinion,P2P理财,http://licai.p2peye.com/u194866/feed-3143-1-1.html,无声,,"#r##n#                                            国资，风投，银行为主，ETF为辅，其他皆羊毛。#r##n#                                                        ",2015-11-03 17:27:57,,2,2,,,
u210588-feed-7507-1-1,opinion,P2P理财,http://licai.p2peye.com/u210588/feed-7507-1-1.html,xingyuehaofan,,"#r##n#                                            活期百分之六十以上,#n#综合利率13左右#n#有风投和上市背景平台占百分之90以上#n#不服来战#r##n#                                                        ",2015-11-17 20:58:30,,2,2,,,
u331265-feed-33749-1-1,opinion,P2P理财,http://licai.p2peye.com/u331265/feed-33749-1-1.html,a5232001,,"#r##n#                                            各位投友，帮忙分析一下这样投资的合理度和建议，拜谢#r##n#                                                        ",2016-01-08 01:36:32,,2,1,,,
u159375-feed-3282-1-1,opinion,P2P理财,http://licai.p2peye.com/u159375/feed-3282-1-1.html,mengdlh,,"#r##n#                                            主要资金投向上线3年的老平台，小额资金灵活分散#r##n#                                                        ",2015-11-04 10:40:50,,2,1,,,
u270034-feed-9249-1-1,opinion,P2P理财,http://licai.p2peye.com/u270034/feed-9249-1-1.html,spirit_hsz,,"#r##n#                                            年底了，存钱过冬了：）#r##n#                                                        ",2015-11-30 20:26:03,,3,1,,,
u362576-feed-51921-1-1,opinion,P2P理财,http://licai.p2peye.com/u362576/feed-51921-1-1.html,bzzhgy,,"#r##n#                                            投网贷近三年，一直小心翼翼，所幸没中雷，收益可观，挺知足的。今年监管开始，平台的选择上也尽量选高大上吧，保住本金最重要。#r##n#                                                        ",2016-01-29 22:43:19,,2,1,,,
u352912-feed-68867-1-1,opinion,P2P理财,http://licai.p2peye.com/u352912/feed-68867-1-1.html,面包会有的,,"#r##n#                                            早上好，元宵节快乐，自从知道网贷理财后，才感觉自己不是一般的没钱，希望以后各个平台守信用，做个快乐的三赢平台，亲们，继续努力加油吧！#r##n#                                                        ",2016-02-22 08:41:01,,3,1,,,
u57553-feed-33502-1-1,opinion,P2P理财,http://licai.p2peye.com/u57553/feed-33502-1-1.html,guoxh,,"#r##n#                                            分散投资，理性投资，快乐投资#r##n#                                                        ",2016-01-07 19:39:15,,1,2,,,
u300217-feed-1511-1-1,opinion,P2P理财,http://licai.p2peye.com/u300217/feed-1511-1-1.html,satan4585,,"#r##n#                                            做的很好，已无处吐槽！#r##n#                                                        ",2015-10-29 14:00:52,,2,1,,,
u210588-feed-214-1-1,opinion,P2P理财,http://licai.p2peye.com/u210588/feed-214-1-1.html,xingyuehaofan,,"#r##n#                                            活期一半,有背景的一半.剩下小部分投资羊毛.稳定性,灵活性,收益率都有了.#r##n#                                                        ",2015-10-26 15:31:01,,1,2,,,
u276606-feed-2-1-1,opinion,P2P理财,http://licai.p2peye.com/u276606/feed-2-1-1.html,lobo,,"#r##n#                                            小本经营投资，难啊！#r##n#                                                        ",2015-10-24 00:41:08,,2,0,,,
u304698-feed-30466-1-1,opinion,P2P理财,http://licai.p2peye.com/u304698/feed-30466-1-1.html,ww7418523,,"#r##n#                                            投资了投融贷（利率：9.6%~18%,口碑：4.5） 5000.00元，资产占比：10.08%#r##n#                                                        ",2016-01-04 16:10:20,,0,2,,,
u31002-feed-69388-1-1,opinion,P2P理财,http://licai.p2peye.com/u31002/feed-69388-1-1.html,drf1982,,"#r##n#                                            年后资金站岗严重，实在投不出去啊。#r##n#                                                        ",2016-02-22 16:08:00,,1,1,,,
u270583-feed-1030-1-1,opinion,P2P理财,http://licai.p2peye.com/u270583/feed-1030-1-1.html,jin6125,,"#r##n#                                            我的投资组合，平台安全性怎样？#r##n#                                                        ",2015-10-28 16:03:53,,2,0,,,
u210588-feed-53709-1-1,opinion,P2P理财,http://licai.p2peye.com/u210588/feed-53709-1-1.html,xingyuehaofan,,"#r##n#                                            继续ing#r##n#                                                        ",2016-02-01 15:11:19,,2,1,,,
u327755-feed-9431-1-1,opinion,P2P理财,http://licai.p2peye.com/u327755/feed-9431-1-1.html,佳哥,,"#r##n#                                            请大家指点一下我的投资组合可以吗？#r##n#                                                        ",2015-12-02 10:30:45,,2,1,,,
u111719-feed-13581-1-1,opinion,P2P理财,http://licai.p2peye.com/u111719/feed-13581-1-1.html,mori0915,,"#r##n#                                            别急着下结论，没能力预知结果，凭空想象出的结果就是啪啪啪打脸#r##n#                                                        ",2015-12-10 07:53:41,,1,1,,,
u20427-feed-17-1-1,opinion,P2P理财,http://licai.p2peye.com/u20427/feed-17-1-1.html,阿赢,,"#r##n#                                            我也分享下个人的投资，不是为了推荐平台，是希望大家能够提些意见，然后帮我看看有没有可能会雷的平台，多谢大家#r##n#                                                        ",2015-10-24 11:53:17,,1,1,,,
u210588-feed-46350-1-1,opinion,P2P理财,http://licai.p2peye.com/u210588/feed-46350-1-1.html,xingyuehaofan,,"#r##n#                                            安全第一,别人跑路我淡定,因为跑得快.呵呵.比平台跑得快,投什么都安全.切记,要跑得快#r##n#                                                        ",2016-01-22 10:55:33,,1,1,,,
u312681-feed-2518-1-1,opinion,P2P理财,http://licai.p2peye.com/u312681/feed-2518-1-1.html,45268923,,"#r##n#                                            平台给力才能给我们一个安全度高的投资环境！#r##n#                                                        ",2015-11-01 23:32:19,,2,1,,,
u270785-feed-1279-1-1,opinion,P2P理财,http://licai.p2peye.com/u270785/feed-1279-1-1.html,zxm88,,"#r##n#                                            回顾自己的理财历程，已经走过了2年多了，从支付宝赚了5万多，然后是陆金所，这应该是大部分P2P投资人的必经之路吧，投了半年多，接触到红岭创投，陆续投了80万，抢了些快标。后来渐渐降息，再加上快标太多，所以也只有十多万在里面了，分散到了其他一些平台，7月的一天，无意接触到E租宝招聘理财师，对这个成交量迅速发展的平台我很有兴趣，A2P的模式也吸引着我，大部分资金也陆续投进来了，通过这段时间的学习，和深入了解，我坚信我的选择没有错，我还戏称自己为卧底投资人，呵呵，也欢迎各位投资人一起交流，微信aifeideni，例外打个小广告，有兴趣投E租宝的请记得填写推荐人ZXM88，有好礼相送，也可以直接点下面链接注册http://www.ezubo.com/member/common/register?invite=WlhNODg%3D&security=02721924211178236e30d2598251ae24#r##n#                                                        ",2015-10-28 21:52:22,,3,5,,,
u154812-feed-7136-1-1,opinion,P2P理财,http://licai.p2peye.com/u154812/feed-7136-1-1.html,不知魏晋,,"#r##n#                                            看看我的配置，会中雷吗？？？新增美利金融！！！！#r##n#                                                        ",2015-11-16 11:01:58,,3,0,,,
u353923-feed-44558-1-1,opinion,P2P理财,http://licai.p2peye.com/u353923/feed-44558-1-1.html,xpzhang2004,,"#r##n#                                            再次分享！希望2016年在保证安全的情况下，获取更高收益！#r##n#                                                        ",2016-01-19 16:54:10,,2,0,,,
u315750-feed-645-1-1,opinion,P2P理财,http://licai.p2peye.com/u315750/feed-645-1-1.html,Aristocles,,"#r##n#                                            投身网贷大军已经一年有余了，最开始投了盈联网、粤商贷、融信网等一众名不经传的平台，经历了盛融在线刘志军的洗礼，也看到了朋友和上咸bunk的爱恨情仇。从前在之家天眼上浏览学习潜水较多，虽然内心里早就知道投资人间交流和信息交换的重要性，热情足够，却没有说的欲望。如今凭着一丝小私心，和广大投友交流学习，互通有无，仅希望自己和投友们都不中雷，足矣。#n#今天不想说平台怎么选，相信每个人都有一套自己的理论，之前也看过一些网贷大牛，相互间的理论甚至是相悖的，这些大牛们也都浮浮沉沉，结果导向，也说不上谁的更好一些。我比较喜欢手里拿着少一点的平台，太多的话我也实在没有那么大的精力去安全的把控，下面的这些是我的一部分投资，我会陆续把自己的投资组合加进来，抛砖引玉，只希望能结识更多有自己独特见解的投资人，没事的时候侃一侃也是好的。#r##n#                                                        ",2015-10-27 17:54:08,,2,5,,,
u359412-feed-46356-1-1,opinion,P2P理财,http://licai.p2peye.com/u359412/feed-46356-1-1.html,拔了毛的鹰,,"#r##n#                                            安全第一#r##n#                                                        ",2016-01-22 10:59:38,,0,2,,,
u174509-feed-48304-1-1,opinion,P2P理财,http://licai.p2peye.com/u174509/feed-48304-1-1.html,luyang20000,,"#r##n#                                            打造迷你网贷基金，关键保证本金安全。#r##n#                                                        ",2016-01-24 19:35:35,,5,2,,,
u315750-feed-835-1-1,opinion,P2P理财,http://licai.p2peye.com/u315750/feed-835-1-1.html,Aristocles,,"#r##n#                                            吐槽：特别喜欢天眼，比X家更让我信服，可天眼的网站为啥天天出问题。。。。技术大神们加加油啊#r##n#                                                        ",2015-10-28 10:52:14,,4,3,,,
u259554-feed-1883-1-1,opinion,P2P理财,http://licai.p2peye.com/u259554/feed-1883-1-1.html,黄大侠,,"#r##n#                                            分享投资组合是为了与投友交流！#n##r##n#                                                        ",2015-10-30 14:21:25,,4,3,,,
u315296-feed-4029-1-1,opinion,P2P理财,http://licai.p2peye.com/u315296/feed-4029-1-1.html,xxm682482,,"#r##n#                                            大家帮忙切磋一下投资组合#r##n#                                                        ",2015-11-06 01:55:00,,4,3,,,
u143539-feed-8894-1-1,opinion,P2P理财,http://licai.p2peye.com/u143539/feed-8894-1-1.html,小黄豆,,"#r##n#                                            投资2年了，时刻在调整自己的投资组合，目标是求稳#r##n#                                                        ",2015-11-26 19:06:44,,4,3,,,
